ENTITY	COUNT	WINDOWSIZE1	WINDOWSIZE2	WINDOWSIZE3	WINDOWSIZE4	WINDOWSIZE5
webcomposition architecture model	2	N/A	N/A	N/A	N/A	N/A
diagnostic related group	2	N/A	N/A	N/A	N/A	N/A
automatic passenger count	2	DATASET DT:1	N/A	N/A	DATASET DT:1	N/A
recursive motion function	2	N/A	N/A	N/A	N/A	N/A
query tag gap	2	N/A	N/A	METHOD MD:2	N/A	N/A
wikipedia vandal behavior	2	N/A	N/A	N/A	METHOD MD:2	N/A
local tangent space alignment	2	N/A	N/A	N/A	N/A	N/A
extended common log format	2	N/A	N/A	N/A	N/A	N/A
uncoupled pattern learner	2	N/A	N/A	N/A	N/A	N/A
semi definite problem	2	N/A	N/A	N/A	N/A	N/A
least squares cross validation	2	N/A	N/A	N/A	N/A	N/A
snapshot power law	2	N/A	N/A	N/A	N/A	N/A
nested subtree hash kernel	2	N/A	N/A	N/A	METHOD MD:1	N/A
abt buy	2	N/A	N/A	N/A	N/A	N/A
minimal perfect hash	2	N/A	N/A	N/A	METRIC MC:1	N/A
label partition	2	N/A	N/A	N/A	N/A	N/A
link community	2	N/A	N/A	N/A	N/A	N/A
quality analysts	2	N/A	N/A	N/A	N/A	N/A
social entertainment event detection	2	N/A	N/A	METHOD MD:1	N/A	N/A
conditional information bottleneck	2	METHOD MD:1	N/A	N/A	N/A	N/A
adamic adar coefficient	2	N/A	N/A	N/A	N/A	N/A
market confidence algorithm	2	N/A	N/A	N/A	N/A	N/A
file hostings	2	N/A	N/A	N/A	N/A	N/A
margin distribution optimization	2	N/A	N/A	N/A	METHOD MD:1	N/A
technological education institute	2	N/A	N/A	N/A	N/A	N/A
relational bayesian classifier	2	N/A	N/A	N/A	N/A	N/A
structure mapping theory	2	N/A	N/A	N/A	N/A	N/A
open pluggable edge services	2	N/A	N/A	N/A	N/A	N/A
field distribution model	2	N/A	N/A	N/A	N/A	N/A
telecom constructs library	2	N/A	N/A	N/A	N/A	N/A
gustafson kessel	2	N/A	N/A	N/A	METHOD MD:1	N/A
frequency based semantic filter	2	N/A	N/A	N/A	N/A	N/A
fair trade commission	2	N/A	N/A	N/A	N/A	N/A
dunn index	2	N/A	N/A	N/A	N/A	N/A
relational collective inference	2	N/A	N/A	N/A	N/A	N/A
perturbed generalization	2	N/A	N/A	N/A	N/A	N/A
maximum common subset	2	N/A	N/A	N/A	N/A	N/A
karhunen loeve transformation	2	N/A	N/A	N/A	METRIC MC:1	N/A
contract research organization	2	N/A	N/A	N/A	N/A	N/A
research knowledge base	2	N/A	PROBLEM PM:1	DATASET DT:1	N/A	N/A
representation level threshold	2	N/A	N/A	N/A	METRIC MC:1	N/A
colour coherence vectors	2	N/A	N/A	N/A	N/A	N/A
point coverage maximization	2	N/A	METHOD MD:1	N/A	N/A	N/A
stochastic fashion recommenders	2	N/A	N/A	N/A	N/A	N/A
element labeling correctness	2	METRIC MC:1	METRIC MC:1	METRIC MC:1	N/A	N/A
mathematics language processing	2	N/A	N/A	N/A	N/A	N/A
digital living network alliance	2	N/A	N/A	N/A	N/A	N/A
operation matchmaker	2	N/A	N/A	N/A	N/A	N/A
rural fire service	2	N/A	N/A	N/A	N/A	N/A
common vulnerabilities scoring system	2	N/A	N/A	N/A	N/A	N/A
semantic enhancement engine	2	N/A	N/A	N/A	N/A	N/A
resolution mapper	2	N/A	METRIC MC:1	PROBLEM PM:1	N/A	N/A
mobile host	2	N/A	N/A	N/A	N/A	N/A
recency frequency monetary	2	METHOD MD:1	N/A	N/A	N/A	N/A
semantic overlay network	2	N/A	N/A	N/A	N/A	METHOD MD:1
document type declaration	2	N/A	N/A	N/A	N/A	N/A
uniform federal accessibility standards	2	N/A	N/A	N/A	N/A	N/A
individual spammer features	2	N/A	N/A	N/A	N/A	N/A
ibm community tools	2	N/A	N/A	N/A	N/A	N/A
atherosclerosis risk in communities	2	N/A	N/A	N/A	N/A	N/A
global public health intelligence network	2	N/A	N/A	N/A	N/A	N/A
body text extraction	2	N/A	N/A	N/A	METHOD MD:1	N/A
relevance vector regression	2	N/A	N/A	N/A	N/A	N/A
european monetary union	2	N/A	N/A	N/A	N/A	N/A
national hurricane center	2	N/A	N/A	N/A	N/A	N/A
quadratically constrained quadratic program	2	N/A	N/A	N/A	N/A	N/A
geography markup language	2	N/A	N/A	N/A	DATASET DT:1	N/A
laboratory information management system	2	N/A	N/A	N/A	N/A	N/A
pattern decomposition algorithm	2	N/A	DATASET DT:1	N/A	N/A	N/A
markov chain lda	2	METHOD MD:1	N/A	N/A	N/A	N/A
unique resource identifiers	2	N/A	N/A	N/A	N/A	N/A
positive naïve bayes	2	N/A	N/A	METHOD MD:1	METHOD MD:1	N/A
mixed integer linear programs	2	N/A	N/A	N/A	N/A	N/A
without joint representation layer	2	N/A	N/A	N/A	N/A	N/A
rule target true	2	N/A	N/A	N/A	N/A	N/A
last in first out	2	N/A	N/A	N/A	N/A	N/A
target positive class ratio	2	N/A	N/A	N/A	N/A	N/A
yahoo monitoring service	2	N/A	N/A	N/A	N/A	N/A
normalized information distance	2	N/A	N/A	N/A	N/A	N/A
context boosting factors	2	N/A	N/A	N/A	N/A	N/A
factorized personalized markov chain	2	N/A	N/A	N/A	N/A	N/A
true non empty	2	N/A	N/A	N/A	N/A	N/A
least workload left	2	N/A	N/A	N/A	METHOD MD:1	N/A
mutant phenotype	2	N/A	N/A	N/A	N/A	N/A
multi valued dependencies	2	N/A	N/A	N/A	N/A	N/A
error reduction sampling	2	N/A	N/A	N/A	METHOD MD:2	N/A
multiplicative algebraic reconstruction technique	2	N/A	N/A	N/A	N/A	N/A
solution provider	2	N/A	N/A	N/A	N/A	N/A
and or multiway slca	2	N/A	METHOD MD:1	N/A	N/A	N/A
generalized singular value thresholding	2	N/A	N/A	N/A	N/A	N/A
real time streaming protocol	2	N/A	N/A	N/A	N/A	N/A
contribution rate	2	N/A	N/A	N/A	N/A	N/A
open service access	2	N/A	N/A	N/A	N/A	N/A
kernel support tensor regression	2	N/A	METHOD MD:1	N/A	N/A	N/A
queuing networks	2	N/A	N/A	N/A	N/A	N/A
sequence memoizer	2	N/A	N/A	N/A	N/A	N/A
community development corporations	2	N/A	N/A	N/A	N/A	N/A
math kernel library	2	N/A	N/A	N/A	N/A	N/A
computing influence relay	2	N/A	METHOD MD:1	N/A	N/A	N/A
distributed majority voting	2	N/A	N/A	N/A	N/A	N/A
subsequence trellis structure	2	N/A	N/A	METHOD MD:1	N/A	N/A
applied information systems research	2	N/A	N/A	N/A	N/A	N/A
call data record	2	N/A	DATASET DT:1	N/A	DATASET DT:1	N/A
multimodal latent binary embedding	2	N/A	N/A	METHOD MD:2	N/A	N/A
vector space document	2	METHOD MD:1	N/A	N/A	METHOD MD:1	N/A
gradient boosting classifier	2	N/A	N/A	METRIC MC:1	N/A	N/A
review language model	2	N/A	N/A	N/A	N/A	METHOD MD:1
high scaled entropy	2	N/A	N/A	N/A	N/A	N/A
cornell university library1	2	N/A	N/A	PROBLEM PM:1	N/A	N/A
advanced metering infrastructure	2	N/A	N/A	N/A	N/A	N/A
homogeneous texture descriptor	2	N/A	N/A	N/A	N/A	N/A
tree model guided	2	N/A	N/A	METHOD MD:1	N/A	N/A
document concept graphs	2	N/A	N/A	N/A	N/A	N/A
weight manipulation naive bayes	2	N/A	N/A	N/A	N/A	N/A
wireless access protocol	2	N/A	N/A	METHOD MD:1	N/A	N/A
mobile spatial interaction	2	N/A	N/A	N/A	N/A	N/A
co occurrence double checking	2	N/A	N/A	N/A	METRIC MC:2	N/A
group early time frame	2	N/A	N/A	N/A	N/A	N/A
keyhole markup language	2	N/A	N/A	N/A	N/A	N/A
international building code	2	N/A	N/A	N/A	N/A	N/A
multi perspective question answering	2	N/A	N/A	N/A	N/A	N/A
chest radiologists	2	N/A	N/A	N/A	N/A	N/A
sentence term graph	2	N/A	N/A	N/A	N/A	N/A
internet content adaptation protocol	2	N/A	N/A	N/A	N/A	N/A
artificial immune network	2	N/A	N/A	N/A	METHOD MD:2	N/A
rule breakers	2	N/A	N/A	N/A	N/A	N/A
deep structured semantic model	2	N/A	N/A	N/A	N/A	N/A
size constrained community detection	2	METHOD MD:1	N/A	N/A	N/A	N/A
receiver operation characteristics	2	N/A	N/A	N/A	N/A	N/A
traditional data processing	2	N/A	N/A	N/A	N/A	N/A
residual squared sum	2	N/A	N/A	N/A	N/A	N/A
core object over time	2	N/A	N/A	N/A	N/A	N/A
item characteristic curves	2	N/A	N/A	N/A	N/A	N/A
temporal query intent classification	2	N/A	N/A	N/A	N/A	PROBLEM PM:1
congestion manager	2	N/A	N/A	N/A	N/A	N/A
abstract data view	2	N/A	N/A	N/A	N/A	METHOD MD:1
receiver operator curve	2	N/A	N/A	N/A	N/A	N/A
single task regression	2	N/A	N/A	N/A	N/A	PROBLEM PM:1
ordinal stochastic dominance learner	2	N/A	N/A	N/A	N/A	N/A
time varying relational classifier	2	N/A	N/A	METHOD MD:1	N/A	N/A
greedy nearest neighbors	2	N/A	N/A	N/A	METHOD MD:2	N/A
conditional markov model	2	N/A	N/A	N/A	N/A	N/A
anonymous interesting	2	N/A	N/A	N/A	N/A	N/A
restrictive distributed plurality voting	2	N/A	PROBLEM PM:2	N/A	N/A	N/A
aggregated social graph	2	N/A	N/A	N/A	N/A	N/A
cyclomatic complexity	2	N/A	N/A	N/A	N/A	N/A
info fuzzy network	2	N/A	N/A	N/A	DATASET DT:1	N/A
personal learning environments	2	N/A	N/A	N/A	N/A	N/A
enhanced naïve bayes	2	N/A	N/A	N/A	METHOD MD:2	N/A
click over expected clicks	2	N/A	N/A	N/A	N/A	N/A
base level learning	2	N/A	N/A	N/A	N/A	N/A
minimal bounding boxes	2	N/A	N/A	N/A	N/A	N/A
event causality test	2	N/A	METHOD MD:1	N/A	METHOD MD:1	N/A
protein coding region	2	N/A	N/A	N/A	DATASET DT:1	N/A
mass rapid transit	2	N/A	PROBLEM PM:1	N/A	N/A	N/A
color structure descriptor	2	N/A	N/A	N/A	N/A	N/A
gaussian process factorization machines	2	N/A	N/A	N/A	N/A	N/A
service invocation capability	2	N/A	N/A	N/A	N/A	N/A
cross lingual document recommendation	2	N/A	N/A	N/A	N/A	N/A
graded average precision	2	N/A	N/A	N/A	METRIC MC:1	N/A
document length factor	2	N/A	N/A	METRIC MC:1	N/A	N/A
backend data manager	2	N/A	N/A	DATASET DT:1	N/A	N/A
web services resource framework	2	N/A	N/A	N/A	N/A	N/A
international open government dataset search	2	N/A	N/A	METHOD MD:1	N/A	N/A
max min ant system	2	N/A	N/A	N/A	N/A	N/A
dual augmented lagrangian	2	METHOD MD:1	N/A	N/A	N/A	METHOD MD:1
local block max maxscore	2	N/A	METHOD MD:1	N/A	N/A	N/A
deterministic fashion recommender	2	N/A	N/A	N/A	N/A	N/A
subject identity measure	2	N/A	N/A	N/A	METHOD MD:1	N/A
original tru alarm	2	N/A	N/A	N/A	N/A	N/A
minorization maximization	2	N/A	N/A	N/A	METHOD MD:2	N/A
open list	2	N/A	N/A	N/A	N/A	N/A
flexible genre model	2	N/A	METHOD MD:1	N/A	N/A	N/A
efficient online sequence prediction	2	N/A	N/A	METHOD MD:1	N/A	N/A
united states postal service	2	N/A	N/A	DATASET DT:1	DATASET DT:1	N/A
respondent driven sampling	2	N/A	N/A	N/A	N/A	N/A
truncated stick breaking process	2	N/A	N/A	N/A	N/A	N/A
passenger name records	2	N/A	N/A	N/A	N/A	N/A
clustering guided sparse structural learning	2	N/A	N/A	N/A	N/A	N/A
malignant pleural mesothelioma	2	N/A	N/A	N/A	N/A	N/A
direct memory access	2	N/A	N/A	N/A	N/A	N/A
student information system	2	DATASET DT:1	N/A	N/A	DATASET DT:1	N/A
group member content similarity	2	N/A	N/A	N/A	N/A	N/A
animated people textures	2	N/A	N/A	N/A	N/A	N/A
title matching	2	METHOD MD:1	N/A	N/A	N/A	N/A
independent bayesian classifier combination	2	N/A	N/A	N/A	METHOD MD:1	N/A
gwinnett county public schools	2	N/A	N/A	N/A	N/A	N/A
tactical decision aids	2	N/A	N/A	N/A	N/A	N/A
rest state transition system	2	N/A	N/A	N/A	N/A	N/A
stochastic nearest neighbor	2	N/A	METHOD MD:1	N/A	N/A	N/A
alternating structural optimization	2	N/A	METHOD MD:1	N/A	METHOD MD:1 PM:1	N/A
pairwise kernel method	2	N/A	N/A	N/A	N/A	N/A
receiver operation characteristic	2	N/A	N/A	N/A	N/A	METRIC MC:1
adaptive size hoeffding tree	2	N/A	N/A	N/A	N/A	N/A
minimum square error	2	N/A	N/A	METHOD MD:1	N/A	N/A
online service platforms	2	N/A	N/A	N/A	N/A	N/A
coverage recall	2	N/A	N/A	N/A	N/A	N/A
primary trace	2	N/A	DATASET DT:1	N/A	N/A	METHOD MD:1 PM:1
temporal personalized random walk	2	N/A	N/A	N/A	N/A	N/A
recent history footer	2	N/A	N/A	N/A	N/A	N/A
orientation ordering	2	N/A	METHOD MD:1	N/A	N/A	N/A
sliding model method	2	N/A	N/A	N/A	N/A	N/A
discriminant component analysis	2	N/A	N/A	N/A	N/A	N/A
retail store assistant	2	N/A	N/A	N/A	N/A	N/A
bundles one by one	2	N/A	N/A	N/A	N/A	METHOD MD:1
label distribution learning	2	N/A	N/A	N/A	N/A	N/A
sparse distance metric learning	2	N/A	METHOD MD:1	N/A	N/A	N/A
highly pathogenic avian influenza	2	N/A	N/A	N/A	N/A	N/A
echo state networks	2	N/A	N/A	N/A	N/A	N/A
external quality assurance program oversight laboratory	2	N/A	N/A	N/A	N/A	N/A
author spamicity model	2	N/A	N/A	METHOD MD:1	N/A	N/A
most informative patterns	2	N/A	METHOD MD:1	PROBLEM PM:1	N/A	N/A
situation action rules	2	N/A	N/A	N/A	N/A	N/A
policy set target true	2	N/A	N/A	N/A	N/A	N/A
span ratio	2	N/A	N/A	N/A	N/A	N/A
successive linearization algorithm	2	N/A	METHOD MD:1	N/A	N/A	N/A
travel aid	2	N/A	N/A	N/A	N/A	N/A
forward filtering backward sampling	2	N/A	N/A	N/A	METHOD MD:1	N/A
tweets gold standard	2	N/A	N/A	N/A	N/A	N/A
ordered tree markov model	2	N/A	N/A	N/A	N/A	N/A
national resident matching problem	2	N/A	N/A	N/A	N/A	N/A
collaboratively generated content	2	N/A	N/A	N/A	N/A	N/A
group latent anomaly detection	2	N/A	METHOD MD:1	N/A	METHOD MD:2	N/A
item ownership	2	N/A	N/A	N/A	METRIC MC:1	N/A
recurrence patterns compression distance	2	N/A	N/A	DATASET DT:1	METHOD MD:1	N/A
packet header anomaly detection	2	N/A	N/A	N/A	N/A	N/A
hierarchical condition category	2	N/A	N/A	N/A	N/A	N/A
conceptual knowledge processing	2	N/A	N/A	N/A	N/A	N/A
search preview accept	2	N/A	N/A	N/A	METHOD MD:2	N/A
user reference model	2	N/A	N/A	N/A	N/A	N/A
model human processor	2	N/A	N/A	N/A	N/A	N/A
late bidding rate	2	N/A	N/A	N/A	N/A	N/A
supply side platform	2	N/A	N/A	N/A	N/A	N/A
partial order full graph	2	N/A	N/A	N/A	N/A	N/A
stuttgart neural network simulator	2	N/A	N/A	N/A	N/A	N/A
specified prediction window	2	N/A	N/A	N/A	N/A	N/A
computer managed instruction	2	N/A	N/A	N/A	N/A	N/A
probabilistic bounded range query	2	N/A	N/A	N/A	N/A	N/A
minimal perfect hash functions	2	N/A	N/A	METHOD MD:1	N/A	N/A
online newton updates	2	N/A	N/A	N/A	N/A	N/A
vapnik chernovenkis	2	N/A	N/A	N/A	N/A	N/A
linear deterministic greedy	2	N/A	N/A	N/A	N/A	N/A
well in advance instruction	2	N/A	N/A	N/A	N/A	N/A
maximum containment search	2	N/A	N/A	N/A	PROBLEM PM:1	N/A
latent action bounds	2	N/A	N/A	N/A	N/A	N/A
infra red	2	N/A	N/A	N/A	N/A	PROBLEM PM:1
electronics information	2	N/A	N/A	N/A	N/A	N/A
average percentile rank	2	N/A	N/A	N/A	N/A	N/A
new product introduction	2	N/A	N/A	PROBLEM PM:1	N/A	N/A
open biomedical ontologies	2	N/A	N/A	N/A	N/A	N/A
first order temporal logic	2	N/A	N/A	METHOD MD:1	N/A	N/A
xml normal form	2	N/A	N/A	N/A	N/A	N/A
transactions on modeling and computer simulation	2	N/A	N/A	N/A	N/A	N/A
merchant category codes	2	N/A	N/A	N/A	N/A	N/A
massachusetts comprehensive assessment system	2	N/A	N/A	N/A	N/A	N/A
colored p/t net	2	N/A	N/A	N/A	N/A	N/A
contentbased recommendation	2	N/A	N/A	N/A	N/A	N/A
real time recurrent learning	2	N/A	N/A	PROBLEM PM:1	N/A	N/A
concept abduction problem	2	N/A	N/A	N/A	N/A	N/A
myocardial perfusion spect	2	N/A	N/A	DATASET DT:1	DATASET DT:1	N/A
mean squared prediction error	2	N/A	N/A	N/A	N/A	N/A
positive miss	2	N/A	N/A	N/A	N/A	N/A
cooke younger kasami	2	N/A	N/A	N/A	METHOD MD:1	N/A
naive conformer maverick	2	METHOD MD:1	METHOD MD:1	N/A	METHOD MD:1	N/A
two fixed reference points	2	METHOD MD:1	N/A	N/A	METHOD MD:1	N/A
international telecommunications union	2	N/A	N/A	N/A	N/A	N/A
pareto density estimation	2	N/A	N/A	N/A	N/A	N/A
truncated nuclear norm	2	N/A	N/A	N/A	N/A	N/A
dual inversion	2	N/A	N/A	N/A	PROBLEM PM:1	N/A
efficient models only	2	N/A	N/A	N/A	METHOD MD:1	N/A
problem based learning situations	2	N/A	N/A	N/A	N/A	N/A
hybrid geo semantic proximity	2	N/A	N/A	N/A	N/A	N/A
online newton update	2	N/A	METHOD MD:1	N/A	METHOD MD:2	N/A
general interest taxonomy	2	N/A	N/A	N/A	N/A	N/A
multiple hypothesis test	2	N/A	N/A	N/A	PROBLEM PM:1	N/A
communities of practices	2	N/A	N/A	N/A	N/A	PROBLEM PM:1
virtual information officer	2	N/A	N/A	N/A	PROBLEM PM:1	N/A
triad participation ratio	2	N/A	N/A	N/A	N/A	N/A
average stochastic gradient descent	2	N/A	N/A	N/A	METHOD MD:2	N/A
co category	2	N/A	N/A	N/A	METRIC MC:1	N/A
search engine optimisation	2	N/A	N/A	N/A	N/A	N/A
hierarchical clustering model	2	N/A	N/A	N/A	N/A	N/A
candid covariancefree incremental principal component analysis	2	N/A	N/A	N/A	N/A	N/A
el ni˜no southern oscillation	2	N/A	N/A	N/A	N/A	N/A
direct acyclic graphs	2	N/A	N/A	N/A	N/A	N/A
cost sensitive filter tree	2	N/A	N/A	N/A	N/A	METHOD MD:1
public use microdata areas	2	N/A	N/A	N/A	DATASET DT:1	N/A
xml schema compact syntax	2	N/A	N/A	N/A	N/A	N/A
attributed relational graph	2	N/A	N/A	N/A	N/A	N/A
transport booking service	2	N/A	N/A	N/A	N/A	N/A
steady state spread	2	N/A	N/A	N/A	METHOD MD:2	N/A
personal timed hidden markov model	2	N/A	METHOD MD:1	METHOD MD:1	N/A	N/A
relational pseudo anomaly detection	2	N/A	N/A	N/A	N/A	N/A
action probabilistic	2	N/A	N/A	METHOD MD:1	N/A	N/A
multilevel actor similarity	2	N/A	N/A	N/A	METHOD MD:1	N/A
bag of entities	2	N/A	N/A	N/A	N/A	N/A
million lines of code	2	N/A	N/A	N/A	N/A	N/A
person restaurants	2	N/A	N/A	N/A	PROBLEM PM:1	N/A
score at a time	2	N/A	N/A	N/A	N/A	N/A
structural regression trees	2	N/A	N/A	N/A	N/A	N/A
dual inverted	2	N/A	DATASET DT:1	N/A	N/A	N/A
general radiologists	2	N/A	N/A	N/A	N/A	N/A
web services matchmaking engine	2	N/A	N/A	N/A	N/A	N/A
positive hit	2	N/A	N/A	N/A	N/A	N/A
plasma display panel	2	N/A	N/A	METHOD MD:1 PM:1	N/A	N/A
complexity invariant distance	2	METRIC MC:1	N/A	N/A	N/A	N/A
mobile web applications best practices	2	N/A	N/A	N/A	N/A	N/A
proximal distancing theory	2	N/A	N/A	N/A	N/A	N/A
earth moving distance	2	N/A	N/A	N/A	METHOD MD:1	N/A
bins data gathering subsystem	2	N/A	N/A	DATASET DT:1	N/A	N/A
karush khun tucker	2	N/A	N/A	N/A	N/A	N/A
asynchronous transfer mode	2	N/A	N/A	N/A	N/A	N/A
america on line	2	N/A	N/A	N/A	N/A	N/A
ford south america	2	N/A	N/A	N/A	N/A	N/A
individual rating deviation	2	N/A	N/A	N/A	N/A	N/A
object representer	2	N/A	N/A	N/A	N/A	N/A
normalized mutual information feature selection	2	N/A	N/A	N/A	N/A	N/A
individual member coupling	2	N/A	N/A	N/A	N/A	N/A
new task session	2	N/A	N/A	N/A	N/A	N/A
problem based learning situation	2	N/A	N/A	N/A	N/A	N/A
target model focus	2	N/A	N/A	N/A	METRIC MC:1	N/A
smoothly clipped absolute deviation	2	N/A	N/A	N/A	N/A	N/A
significant change detection	2	N/A	N/A	N/A	N/A	N/A
dynamic stochastic block model	2	N/A	N/A	N/A	N/A	N/A
query distances	2	METRIC MC:1	N/A	N/A	N/A	N/A
mathematics of language	2	N/A	N/A	N/A	N/A	N/A
policy target true	2	N/A	N/A	N/A	N/A	N/A
mediator agent	2	N/A	N/A	N/A	N/A	N/A
quantitative structure permeatibility relationships	2	N/A	N/A	N/A	N/A	N/A
simple query dependent	2	N/A	N/A	METHOD MD:1	METHOD MD:2	N/A
generalized nash equilibrium problem	2	N/A	N/A	N/A	N/A	N/A
computer room air conditioning	2	N/A	PROBLEM PM:1	N/A	N/A	N/A
recursive fuzzy hashing	2	N/A	METHOD MD:1	N/A	N/A	N/A
dblp scholar	2	N/A	N/A	N/A	N/A	N/A
web service analysis tool	2	N/A	N/A	METHOD MD:1	N/A	N/A
virtual reality markup language	2	N/A	N/A	N/A	N/A	N/A
regularized kernel discriminant analysis	2	N/A	N/A	N/A	N/A	N/A
structural contexts model	2	N/A	N/A	PROBLEM PM:1	DATASET DT:1	N/A
r)root mean squared error	2	N/A	N/A	N/A	N/A	N/A
portfolio armed bandit	2	N/A	METHOD MD:1	N/A	METHOD MD:1	N/A
workshop on rapid malcode	2	N/A	N/A	N/A	N/A	N/A
repeated impossible discrimination ensemble	2	N/A	N/A	N/A	N/A	N/A
north atlantic oscillation	2	N/A	N/A	N/A	N/A	N/A
bypass ratio	2	N/A	N/A	N/A	N/A	PROBLEM PM:1
national transportation safety board	2	N/A	N/A	N/A	DATASET DT:1	N/A
global as view	2	N/A	N/A	DATASET DT:1	N/A	N/A
interpolated kneser ney	2	N/A	N/A	N/A	N/A	N/A
generic adaptation component	2	N/A	N/A	N/A	PROBLEM PM:1	N/A
system usability scale	2	N/A	N/A	PROBLEM PM:1	N/A	N/A
ip multimedia subsystem	2	N/A	N/A	N/A	METHOD MD:1	N/A
application layer anomaly detector	2	N/A	N/A	METHOD MD:1	N/A	N/A
library of congress information system	2	N/A	N/A	N/A	N/A	N/A
index server node	2	N/A	N/A	N/A	N/A	N/A
latent semantic kernels	2	N/A	N/A	N/A	N/A	N/A
all rides query	2	N/A	N/A	N/A	N/A	N/A
script engine proxy	2	N/A	N/A	N/A	N/A	N/A
social personal data store	1	N/A	N/A	N/A	N/A	N/A
quadratically constraint quadratic programming	1	N/A	N/A	N/A	PROBLEM PM:1	N/A
relational summary network	1	N/A	N/A	N/A	METHOD MD:1	N/A
client technical specialist	1	N/A	N/A	N/A	N/A	N/A
primary f variable	1	N/A	N/A	N/A	N/A	N/A
conceptual hypermedia systems	1	N/A	N/A	N/A	N/A	N/A
the cancer genome atlas	1	N/A	N/A	N/A	N/A	N/A
pyramid histogram of words	1	N/A	N/A	N/A	N/A	N/A
pending pattern table	1	N/A	N/A	N/A	N/A	N/A
customizer meta file	1	N/A	N/A	N/A	N/A	N/A
normal cardinal score	1	N/A	METHOD MD:1	N/A	METHOD MD:1	N/A
sequential minimization optimization	1	N/A	N/A	N/A	N/A	N/A
shift invariant feature transform	1	N/A	N/A	N/A	N/A	N/A
cluster number error	1	N/A	N/A	N/A	N/A	N/A
density logistic regression	1	N/A	N/A	N/A	N/A	N/A
security operations center	1	N/A	N/A	N/A	N/A	N/A
generalized sequential patterns	1	N/A	N/A	N/A	N/A	N/A
tennessee eastman process	1	N/A	N/A	N/A	DATASET DT:1	N/A
discrete wavelet transformation	1	N/A	N/A	N/A	N/A	N/A
scalable tensor recursive orthogonal decomposition	1	N/A	N/A	N/A	METHOD MD:1	N/A
maximum recommended therapeutic dose	1	N/A	N/A	N/A	N/A	N/A
transport protocol data unit	1	N/A	N/A	N/A	N/A	N/A
ordering disagreements	1	N/A	N/A	N/A	N/A	N/A
metrical task system	1	N/A	N/A	N/A	N/A	N/A
additive outliers	1	N/A	N/A	N/A	N/A	N/A
dual iterative pattern relation expansion	1	N/A	N/A	N/A	N/A	N/A
arithmetic reasoning	1	N/A	N/A	N/A	N/A	N/A
special function units	1	N/A	N/A	N/A	N/A	N/A
protocol data units	1	N/A	N/A	N/A	N/A	METHOD MD:1
portable batch system	1	N/A	N/A	N/A	N/A	N/A
root mean sqaured error	1	N/A	N/A	N/A	N/A	N/A
distance based sequence hiding	1	N/A	N/A	N/A	N/A	N/A
disability rights commission	1	N/A	N/A	N/A	N/A	N/A
person correction coefficient	1	N/A	N/A	N/A	N/A	N/A
nasa postdoctoral program	1	N/A	N/A	N/A	N/A	N/A
producer price index	1	N/A	N/A	N/A	N/A	N/A
signature image base	1	N/A	N/A	N/A	N/A	N/A
relational data base manager system	1	N/A	N/A	N/A	N/A	DATASET DT:1
model driven software development	1	N/A	N/A	N/A	N/A	N/A
organic light emitting diode	1	N/A	N/A	N/A	N/A	N/A
second order cone program	1	N/A	N/A	N/A	N/A	N/A
meaningful lowest common ancestor structure	1	N/A	N/A	N/A	N/A	N/A
semantic virtual environment	1	N/A	N/A	N/A	N/A	N/A
functional service view	1	N/A	N/A	N/A	N/A	N/A
low earth orbit	1	N/A	N/A	N/A	N/A	N/A
integrated mean squared errors	1	N/A	N/A	N/A	N/A	METRIC MC:1
internet cache protocol	1	N/A	N/A	N/A	N/A	N/A
symmetric clustering model	1	N/A	N/A	N/A	N/A	METHOD MD:1
user activity graph	1	N/A	N/A	N/A	N/A	N/A
time delay neural network	1	N/A	N/A	N/A	N/A	N/A
web access sequence database	1	N/A	N/A	N/A	N/A	N/A
return over investment	1	N/A	N/A	N/A	N/A	N/A
sparse principle component analysis	1	N/A	N/A	N/A	N/A	N/A
behavior generating element	1	N/A	N/A	N/A	N/A	N/A
semi riemannian discriminant analysis	1	N/A	N/A	N/A	METHOD MD:1	N/A
contextual search engine	1	N/A	N/A	N/A	N/A	N/A
client unit executive	1	N/A	N/A	N/A	N/A	N/A
linked queue	1	N/A	N/A	N/A	N/A	N/A
multiple non prominent	1	N/A	N/A	N/A	N/A	N/A
generally useful ethnicity search system	1	N/A	N/A	N/A	N/A	N/A
add to clause	1	N/A	N/A	N/A	N/A	N/A
estimated population file	1	N/A	N/A	N/A	N/A	N/A
solid angle	1	N/A	N/A	N/A	N/A	N/A
trans reservation	1	N/A	N/A	N/A	N/A	N/A
range minimum query	1	N/A	N/A	N/A	DATASET DT:1	N/A
latent conditional random fields	1	N/A	N/A	N/A	N/A	N/A
deterministic reservoir construction	1	N/A	N/A	N/A	METHOD MD:1	N/A
region of practical equivalence	1	N/A	N/A	N/A	N/A	N/A
distributed hash based database caching	1	N/A	N/A	N/A	PROBLEM PM:1	N/A
industry applicatons society	1	N/A	N/A	N/A	N/A	N/A
relative support error	1	N/A	N/A	N/A	N/A	N/A
argumentative zones	1	N/A	N/A	N/A	N/A	N/A
subject phrase	1	N/A	N/A	N/A	N/A	N/A
search engine monetization	1	N/A	N/A	N/A	N/A	N/A
pre market approval	1	N/A	N/A	N/A	N/A	N/A
random bid model	1	N/A	N/A	N/A	N/A	N/A
and antarctic oscillation	1	N/A	N/A	N/A	N/A	N/A
